file_name,image_width,image_height,bbox_height,bbox_width,bbox_top,bbox_left,bbox_cord_down_left_x,bbox_cord_down_left_y,bbox_cord_down_right_x,bbox_cord_down_right_y,bbox_cord_up_left_x,bbox_cord_up_left_y
IMG_3829.JPG,5184,3456,151.3846153846154,461.53846153846155,1982.769230769231,867.6923076923077,867.6923076923077,1982.769230769231,1329.2307692307693,1982.769230769231,867.6923076923077,2134.153846153846
IMG_3828.JPG,5184,3456,121.84615384615385,420.92307692307696,1351.3846153846155,3840.0,3840.0,1351.3846153846155,4260.923076923077,1351.3846153846155,3840.0,1473.2307692307693
IMG_3827.JPG,5184,3456,214.15384615384616,502.1538461538462,1465.846153846154,3762.4615384615386,3762.4615384615386,1465.846153846154,4264.615384615385,1465.846153846154,3762.4615384615386,1680.0
IMG_3826.JPG,5184,3456,206.76923076923077,347.0769230769231,945.2307692307693,1325.5384615384617,1325.5384615384617,945.2307692307693,1672.6153846153848,945.2307692307693,1325.5384615384617,1152.0
IMG_3825.JPG,5184,3456,288.0,409.84615384615387,553.8461538461539,1155.6923076923078,1155.6923076923078,553.8461538461539,1565.5384615384617,553.8461538461539,1155.6923076923078,841.8461538461539
IMG_3824.JPG,5184,3456,147.6923076923077,203.0769230769231,1163.076923076923,971.0769230769231,971.0769230769231,1163.076923076923,1174.1538461538462,1163.076923076923,971.0769230769231,1310.769230769231
IMG_3823.JPG,5184,3456,99.6923076923077,265.84615384615387,1923.6923076923078,3891.692307692308,3891.692307692308,1923.6923076923078,4157.538461538462,1923.6923076923078,3891.692307692308,2023.3846153846155
IMG_3822.JPG,5184,3456,155.0769230769231,236.30769230769232,1218.4615384615386,4039.3846153846157,4039.3846153846157,1218.4615384615386,4275.692307692308,1218.4615384615386,4039.3846153846157,1373.5384615384617
IMG_3821.JPG,5184,3456,162.46153846153848,199.3846153846154,2167.3846153846157,3939.692307692308,3939.692307692308,2167.3846153846157,4139.076923076923,2167.3846153846157,3939.692307692308,2329.846153846154
IMG_3820.JPG,5184,3456,158.76923076923077,195.6923076923077,668.3076923076924,1207.3846153846155,1207.3846153846155,668.3076923076924,1403.076923076923,668.3076923076924,1207.3846153846155,827.0769230769231
IMG_3819.JPG,5184,3456,192.0,313.84615384615387,2743.3846153846157,960.0,960.0,2743.3846153846157,1273.8461538461538,2743.3846153846157,960.0,2935.3846153846157
IMG_3818.JPG,5184,3456,177.23076923076923,251.0769230769231,2573.538461538462,1126.1538461538462,1126.1538461538462,2573.538461538462,1377.2307692307693,2573.538461538462,1126.1538461538462,2750.769230769231
IMG_3817.JPG,5184,3456,258.46153846153845,180.92307692307693,528.0,3537.2307692307695,3537.2307692307695,528.0,3718.153846153846,528.0,3537.2307692307695,786.4615384615385
IMG_3816.JPG,5184,3456,177.23076923076945,295.3846153846154,1177.8461538461538,3884.3076923076924,3884.3076923076924,1177.8461538461538,4179.692307692308,1177.8461538461538,3884.3076923076924,1355.076923076923
IMG_3815.JPG,5184,3456,180.92307692307693,347.0769230769231,738.4615384615385,1185.2307692307693,1185.2307692307693,738.4615384615385,1532.3076923076924,738.4615384615385,1185.2307692307693,919.3846153846155
IMG_3814.JPG,5184,3456,184.6153846153846,206.76923076923077,1070.7692307692307,1019.0769230769231,1019.0769230769231,1070.7692307692307,1225.8461538461538,1070.7692307692307,1019.0769230769231,1255.3846153846155
IMG_3813.JPG,5184,3456,144.0,203.0769230769231,2045.5384615384617,4124.307692307692,4124.307692307692,2045.5384615384617,4327.384615384615,2045.5384615384617,4124.307692307692,2189.5384615384614
IMG_3812.JPG,5184,3456,110.76923076923077,236.30769230769232,1122.4615384615386,3799.3846153846157,3799.3846153846157,1122.4615384615386,4035.692307692308,1122.4615384615386,3799.3846153846157,1233.2307692307693
IMG_3811.JPG,5184,3456,192.0,221.53846153846155,1011.6923076923077,4068.923076923077,4068.923076923077,1011.6923076923077,4290.461538461539,1011.6923076923077,4068.923076923077,1203.6923076923078
IMG_3810.JPG,5184,3456,177.23076923076923,225.23076923076925,731.0769230769231,1262.769230769231,1262.769230769231,731.0769230769231,1488.0,731.0769230769231,1262.769230769231,908.3076923076924
IMG_3809.JPG,5184,3456,258.46153846153845,435.69230769230774,1355.076923076923,960.0,960.0,1355.076923076923,1395.6923076923078,1355.076923076923,960.0,1613.5384615384617
IMG_3808.JPG,5184,3456,288.0,310.1538461538462,971.0769230769231,1152.0,1152.0,971.0769230769231,1462.1538461538462,971.0769230769231,1152.0,1259.076923076923
IMG_3807.JPG,5184,3456,118.15384615384616,288.0,1248.0,797.5384615384615,797.5384615384615,1248.0,1085.5384615384617,1248.0,797.5384615384615,1366.1538461538462
IMG_3806.JPG,5184,3456,291.69230769230774,258.46153846153845,336.0,1528.6153846153848,1528.6153846153848,336.0,1787.076923076923,336.0,1528.6153846153848,627.6923076923077
IMG_3805.JPG,5184,3456,166.15384615384616,350.7692307692308,2518.153846153846,3869.538461538462,3869.538461538462,2518.153846153846,4220.307692307692,2518.153846153846,3869.538461538462,2684.3076923076924
IMG_3803.JPG,5184,3456,84.92307692307693,221.53846153846155,2289.2307692307695,982.1538461538462,982.1538461538462,2289.2307692307695,1203.6923076923078,2289.2307692307695,982.1538461538462,2374.153846153846
IMG_3801.JPG,5184,3456,169.84615384615387,199.3846153846154,568.6153846153846,1469.5384615384617,1469.5384615384617,568.6153846153846,1668.923076923077,568.6153846153846,1469.5384615384617,738.4615384615385
IMG_3800.JPG,5184,3456,151.3846153846154,232.61538461538464,2292.923076923077,3744.0,3744.0,2292.923076923077,3976.6153846153848,2292.923076923077,3744.0,2444.3076923076924
IMG_3799.JPG,5184,3456,214.15384615384616,288.0,2573.538461538462,3707.0769230769233,3707.0769230769233,2573.538461538462,3995.0769230769233,2573.538461538462,3707.0769230769233,2787.6923076923076
IMG_3798.JPG,5184,3456,121.84615384615385,313.84615384615387,1665.2307692307693,3784.6153846153848,3784.6153846153848,1665.2307692307693,4098.461538461539,1665.2307692307693,3784.6153846153848,1787.076923076923
IMG_3797.JPG,5184,3456,251.0769230769231,402.4615384615385,1100.3076923076924,3655.3846153846157,3655.3846153846157,1100.3076923076924,4057.8461538461543,1100.3076923076924,3655.3846153846157,1351.3846153846155
IMG_3796.JPG,5184,3456,147.6923076923077,435.69230769230774,1129.8461538461538,3692.3076923076924,3692.3076923076924,1129.8461538461538,4128.0,1129.8461538461538,3692.3076923076924,1277.5384615384614
IMG_3795.JPG,5184,3456,173.53846153846155,420.92307692307696,2178.4615384615386,1022.7692307692308,1022.7692307692308,2178.4615384615386,1443.6923076923078,2178.4615384615386,1022.7692307692308,2352.0
IMG_3794.JPG,5184,3456,162.46153846153848,372.92307692307696,1015.3846153846155,1273.8461538461538,1273.8461538461538,1015.3846153846155,1646.769230769231,1015.3846153846155,1273.8461538461538,1177.8461538461538
IMG_3793.JPG,5184,3456,232.61538461538464,361.84615384615387,2363.0769230769233,3480.0,3480.0,2363.0769230769233,3841.8461538461543,2363.0769230769233,3480.0,2595.6923076923076
IMG_3792.JPG,5184,3456,177.23076923076923,225.23076923076925,1044.923076923077,3738.4615384615386,3738.4615384615386,1044.923076923077,3963.692307692308,1044.923076923077,3738.4615384615386,1222.1538461538462
IMG_3791.JPG,5184,3456,151.3846153846154,443.0769230769231,1399.3846153846155,876.923076923077,876.923076923077,1399.3846153846155,1320.0,1399.3846153846155,876.923076923077,1550.769230769231
IMG_3790.JPG,5184,3456,188.30769230769232,343.3846153846154,1746.4615384615386,939.6923076923077,939.6923076923077,1746.4615384615386,1283.076923076923,1746.4615384615386,939.6923076923077,1934.769230769231
IMG_3789.JPG,5184,3456,240.0,417.2307692307692,886.1538461538462,1438.1538461538462,1438.1538461538462,886.1538461538462,1855.3846153846155,886.1538461538462,1438.1538461538462,1126.1538461538462
IMG_3787.JPG,5184,3456,118.15384615384616,319.3846153846154,1923.6923076923078,3703.3846153846157,3703.3846153846157,1923.6923076923078,4022.769230769231,1923.6923076923078,3703.3846153846157,2041.846153846154
IMG_3786.JPG,5184,3456,121.84615384615385,254.76923076923077,2429.538461538462,3768.0,3768.0,2429.538461538462,4022.769230769231,2429.538461538462,3768.0,2551.3846153846157
IMG_3785.JPG,5184,3456,121.84615384615385,276.92307692307696,2185.846153846154,832.6153846153846,832.6153846153846,2185.846153846154,1109.5384615384617,2185.846153846154,832.6153846153846,2307.6923076923076
IMG_3784.JPG,5184,3456,92.3076923076923,337.84615384615387,1971.6923076923078,930.4615384615386,930.4615384615386,1971.6923076923078,1268.3076923076924,1971.6923076923078,930.4615384615386,2064.0
IMG_3783.JPG,5184,3456,147.6923076923079,243.6923076923077,1332.9230769230767,1246.1538461538462,1246.1538461538462,1332.9230769230767,1489.846153846154,1332.9230769230767,1246.1538461538462,1480.6153846153848
IMG_3781.JPG,5184,3456,136.6153846153846,251.0769230769231,2200.6153846153848,3731.0769230769233,3731.0769230769233,2200.6153846153848,3982.153846153846,2200.6153846153848,3731.0769230769233,2337.2307692307695
IMG_3684.JPG,5184,3456,107.07692307692308,144.0,1126.1538461538462,1510.1538461538462,1510.1538461538462,1126.1538461538462,1654.1538461538462,1126.1538461538462,1510.1538461538462,1233.2307692307693
